sample_name,scene_id,im_id,gt_idx,obj_id,partial_points,gt_points,completion_points,normalization_scale,bbox_diag_partial_raw,bbox_diag_gt_raw,bbox_diag_completion_raw,partial_cd_l1,partial_cd_l2,partial_cd_l2_x1000,partial_precision_0p01,partial_recall_0p01,partial_fscore_0p01,partial_precision_0p02,partial_recall_0p02,partial_fscore_0p02,completed_cd_l1,completed_cd_l2,completed_cd_l2_x1000,completed_precision_0p01,completed_recall_0p01,completed_fscore_0p01,completed_precision_0p02,completed_recall_0p02,completed_fscore_0p02,cd_l2_improvement_abs,cd_l2_improvement_percent,completed_x_cd_l1,completed_x_cd_l2,completed_x_cd_l2_x1000,completed_x_precision_0p01,completed_x_recall_0p01,completed_x_fscore_0p01,completed_x_precision_0p02,completed_x_recall_0p02,completed_x_fscore_0p02,completed_x_cd_l2_improvement_percent
scene000054_im000001_gt000001_obj000003,54,1,1,3,2048,8192,8192,98.66059112548828,234.59188842773438,241.1776885986328,274.12994384765625,0.16878261809610084,0.044200655259466246,44.200655259466245,0.142578125,0.039794921875,0.06222284973226238,0.60888671875,0.2021484375,0.3035269133804937,0.10540954562357051,0.010249428607598428,10.249428607598428,0.0379638671875,0.045654296875,0.041455434534671536,0.15869140625,0.2601318359375,0.19712701062008162,0.03395122665186782,76.81159125937764,0.10540954562357051,0.010249428607598428,10.249428607598428,0.0379638671875,0.045654296875,0.041455434534671536,0.15869140625,0.2601318359375,0.19712701062008162,76.81159125937764
scene000054_im000001_gt000002_obj000012,54,1,2,12,2048,8192,8192,128.48257446289062,290.97540283203125,311.3060302734375,339.4713134765625,0.17225919711428272,0.04138164803329419,41.381648033294184,0.158203125,0.0452880859375,0.07041794766046791,0.62890625,0.2000732421875,0.3035715929170962,0.10518714366143478,0.011053594640053396,11.053594640053396,0.0413818359375,0.048095703125,0.044486885018758526,0.169189453125,0.284912109375,0.21230547505040323,0.03032805339324079,73.28865532092857,0.10518714366143478,0.011053594640053396,11.053594640053396,0.0413818359375,0.048095703125,0.044486885018758526,0.169189453125,0.284912109375,0.21230547505040323,73.28865532092857
scene000054_im000001_gt000003_obj000015,54,1,3,15,2048,8192,8192,126.57243347167969,284.1287841796875,316.36676025390625,345.0278625488281,0.14048039150874309,0.024357230448795928,24.357230448795928,0.17236328125,0.0443115234375,0.07049900968309859,0.6201171875,0.17041015625,0.26735132605003087,0.08331486268780741,0.005336854729560258,5.336854729560258,0.0416259765625,0.0528564453125,0.04657376705830103,0.180908203125,0.3245849609375,0.23232789766209852,0.01902037571923567,78.0892382622094,0.08331486268780741,0.005336854729560258,5.336854729560258,0.0416259765625,0.0528564453125,0.04657376705830103,0.180908203125,0.3245849609375,0.23232789766209852,78.0892382622094
scene000054_im000001_gt000004_obj000019,54,1,4,19,2048,8192,8192,135.72808837890625,230.98834228515625,227.37339782714844,276.1602783203125,0.11073247481761425,0.013539195192479245,13.539195192479244,0.25146484375,0.05712890625,0.0931056541732595,0.6474609375,0.1712646484375,0.27087749972044134,0.09736253064813988,0.011174320184606783,11.174320184606783,0.114013671875,0.1429443359375,0.12685036557304039,0.3173828125,0.546630859375,0.401593736754733,0.002364875007872462,17.46688022627891,0.09736253064813988,0.011174320184606783,11.174320184606783,0.114013671875,0.1429443359375,0.12685036557304039,0.3173828125,0.546630859375,0.401593736754733,17.46688022627891
scene000055_im000022_gt000000_obj000001,55,22,0,1,2048,8192,8192,123.7029037475586,239.04876708984375,255.02000427246094,283.8754577636719,0.18486257751928206,0.053412817460120665,53.412817460120664,0.14404296875,0.0401611328125,0.0628099890241882,0.57666015625,0.1824951171875,0.2772493756532401,0.08435772874056871,0.005668442028011269,5.668442028011269,0.042236328125,0.0531005859375,0.04704943081786172,0.1729736328125,0.3187255859375,0.22424734621322617,0.047744375432109395,89.38748731567385,0.08435772874056871,0.005668442028011269,5.668442028011269,0.042236328125,0.0531005859375,0.04704943081786172,0.1729736328125,0.3187255859375,0.22424734621322617,89.38748731567385
scene000055_im000022_gt000001_obj000003,55,22,1,3,2048,8192,8192,124.07299041748047,243.4420166015625,246.88104248046875,291.88934326171875,0.16593179411098047,0.039310804925641124,39.31080492564112,0.27099609375,0.07177734375,0.11349409054487179,0.7646484375,0.224365234375,0.3469325668044927,0.1048139288407115,0.010742700181852775,10.742700181852776,0.0400390625,0.048095703125,0.04369914300554017,0.171875,0.3065185546875,0.22024910691502936,0.028568104743788347,72.67239833380854,0.1048139288407115,0.010742700181852775,10.742700181852776,0.0400390625,0.048095703125,0.04369914300554017,0.171875,0.3065185546875,0.22024910691502936,72.67239833380854
scene000055_im000022_gt000002_obj000004,55,22,2,4,2048,8192,8192,61.0567741394043,139.21829223632812,175.69325256347656,174.832275390625,0.3221624869512711,0.16526421453030957,165.26421453030957,0.06201171875,0.0172119140625,0.026944999518489984,0.30322265625,0.08642578125,0.13451230615601503,0.16168716405801092,0.02551214586970288,25.51214586970288,0.01513671875,0.0164794921875,0.015779590974903474,0.0826416015625,0.1192626953125,0.0976310093428809,0.1397520686606067,84.5628129827078,0.16168716405801092,0.02551214586970288,25.51214586970288,0.01513671875,0.0164794921875,0.015779590974903474,0.0826416015625,0.1192626953125,0.0976310093428809,84.5628129827078
scene000055_im000022_gt000003_obj000012,55,22,3,12,2048,8192,8192,101.99381256103516,210.8948211669922,310.6540832519531,260.2804870605469,0.42667452741907036,0.24670511649165144,246.70511649165144,0.0703125,0.0186767578125,0.029513888888888888,0.38134765625,0.08056640625,0.13302825218023256,0.24834781744835568,0.06866957255641927,68.66957255641927,0.0225830078125,0.0252685546875,0.023850421516262755,0.1156005859375,0.142333984375,0.12758190554010884,0.1780355439352322,72.16532290332817,0.24834781744835568,0.06866957255641927,68.66957255641927,0.0225830078125,0.0252685546875,0.023850421516262755,0.1156005859375,0.142333984375,0.12758190554010884,72.16532290332817
scene000055_im000022_gt000004_obj000014,55,22,4,14,2048,8192,8192,64.76023864746094,171.90357971191406,185.63243103027344,202.44862365722656,0.18213423729801753,0.04055913948103337,40.55913948103337,0.0400390625,0.0103759765625,0.01648097003631961,0.23388671875,0.063232421875,0.0995507972986853,0.12408810379949631,0.011529862464291715,11.529862464291714,0.01513671875,0.0164794921875,0.015779590974903474,0.0948486328125,0.1236572265625,0.10735381568610335,0.029029277016741652,71.57271428383382,0.12408810379949631,0.011529862464291715,11.529862464291714,0.01513671875,0.0164794921875,0.015779590974903474,0.0948486328125,0.1236572265625,0.10735381568610335,71.57271428383382
scene000055_im000022_gt000005_obj000016,55,22,5,16,2048,8192,8192,132.9002227783203,298.6370544433594,346.6800537109375,360.57470703125,0.2377157689380156,0.08340702381568064,83.40702381568065,0.13134765625,0.035888671875,0.05637403056569343,0.56591796875,0.1644287109375,0.2548191555762159,0.16011207091214785,0.031015950109322336,31.015950109322336,0.03125,0.0374755859375,0.03408081705150977,0.1494140625,0.234619140625,0.18256441711697394,0.05239107370635831,62.81374314726323,0.16011207091214785,0.031015950109322336,31.015950109322336,0.03125,0.0374755859375,0.03408081705150977,0.1494140625,0.234619140625,0.18256441711697394,62.81374314726323
scene000056_im000001_gt000000_obj000001,56,1,0,1,2048,8192,8192,73.91162109375,173.1957550048828,241.15689086914062,212.18544006347656,0.577167513838837,0.4501863469296852,450.18634692968516,0.021484375,0.0052490234375,0.008436786529680365,0.15478515625,0.0374755859375,0.060341641865079364,0.45560666972330877,0.19139232373553206,191.39232373553205,0.00390625,0.00439453125,0.004136029411764706,0.03515625,0.045654296875,0.03972337613293051,0.2587940231941531,57.48597774214026,0.45560666972330877,0.19139232373553206,191.39232373553205,0.00390625,0.00439453125,0.004136029411764706,0.03515625,0.045654296875,0.03972337613293051,57.48597774214026
scene000056_im000001_gt000001_obj000010,56,1,1,10,2048,8192,8192,54.23150634765625,120.67562103271484,220.5206298828125,140.7882080078125,0.5995454586655102,0.6018835226093178,601.8835226093178,0.0732421875,0.0196533203125,0.030990781044678055,0.34814453125,0.0770263671875,0.12614366880203848,0.5417960684253942,0.45736760994779,457.36760994779,0.017822265625,0.020263671875,0.018964718549679488,0.098876953125,0.11962890625,0.10826750174581005,0.14451591266152775,24.010611228400904,0.5417960684253942,0.45736760994779,457.36760994779,0.017822265625,0.020263671875,0.018964718549679488,0.098876953125,0.11962890625,0.10826750174581005,24.010611228400904
scene000056_im000001_gt000002_obj000011,56,1,2,11,2048,8192,8192,134.586181640625,303.32916259765625,371.616455078125,372.0507507324219,0.22601744620024372,0.08805603908296677,88.05603908296678,0.19970703125,0.050537109375,0.08066215701219512,0.71435546875,0.187744140625,0.29734200566644114,0.16197688949277245,0.023883315246855257,23.883315246855258,0.01318359375,0.01416015625,0.013654436383928572,0.0953369140625,0.13720703125,0.11250256315616798,0.06417272383611151,72.87714108472186,0.16197688949277245,0.023883315246855257,23.883315246855258,0.01318359375,0.01416015625,0.013654436383928572,0.0953369140625,0.13720703125,0.11250256315616798,72.87714108472186
scene000056_im000001_gt000003_obj000015,56,1,3,15,2048,8192,8192,148.61155700683594,233.39463806152344,290.363525390625,275.1568603515625,0.22243649802822268,0.06403866315922987,64.03866315922987,0.14697265625,0.0302734375,0.05020553546831956,0.5966796875,0.0987548828125,0.16946247751009302,0.207622376180983,0.05717343266637418,57.17343266637418,0.0560302734375,0.06787109375,0.061384890701970445,0.2244873046875,0.2569580078125,0.23962767564259002,0.006865230492855694,10.720446296303127,0.207622376180983,0.05717343266637418,57.17343266637418,0.0560302734375,0.06787109375,0.061384890701970445,0.2244873046875,0.2569580078125,0.23962767564259002,10.720446296303127
